"","DIA.Open","DIA.High","DIA.Low","DIA.Close","DIA.Volume","DIA.WAP","DIA.hasGaps","DIA.Count"
"2019-12-13 13:20:00",282.11,282.14,282.11,282.12,8,282.124,0,5
"2019-12-13 13:21:00",282.12,282.15,282.12,282.15,24,282.145,0,18
"2019-12-13 13:22:00",282.12,282.17,282.12,282.15,66,282.154,0,32
"2019-12-13 13:23:00",282.13,282.13,282.13,282.13,1,282.13,0,1
"2019-12-13 13:24:00",282.12,282.12,282.1,282.1,7,282.111,0,6
"2019-12-13 13:25:00",282.11,282.11,282.07,282.08,16,282.085,0,13
"2019-12-13 13:26:00",282.09,282.1,282.06,282.07,30,282.076,0,20
"2019-12-13 13:27:00",282.06,282.08,282.03,282.03,74,282.058,0,61
"2019-12-13 13:28:00",282.01,282.02,282,282.01,59,282.013,0,22
"2019-12-13 13:29:00",282,282.02,282,282.02,34,282.011,0,17
"2019-12-13 13:30:00",282.04,282.07,282.03,282.04,18,282.043,0,9
"2019-12-13 13:31:00",282.02,282.02,281.96,281.99,70,282.006,0,38
"2019-12-13 13:32:00",282.02,282.05,282.02,282.05,9,282.035,0,7
"2019-12-13 13:33:00",282.02,282.06,282.02,282.03,24,282.048,0,23
"2019-12-13 13:34:00",282.05,282.05,282.02,282.05,17,282.035,0,15
"2019-12-13 13:35:00",282.04,282.04,281.89,281.89,39,281.941,0,30
"2019-12-13 13:36:00",281.9,281.98,281.9,281.93,30,281.929,0,27
"2019-12-13 13:37:00",281.9,281.9,281.84,281.84,44,281.872,0,24
"2019-12-13 13:38:00",281.86,281.94,281.86,281.94,17,281.895,0,10
"2019-12-13 13:39:00",281.95,281.96,281.94,281.96,11,281.953,0,8
"2019-12-13 13:40:00",281.96,281.97,281.94,281.94,7,281.96,0,6
"2019-12-13 13:41:00",281.94,281.96,281.93,281.96,4,281.945,0,4
"2019-12-13 13:42:00",281.96,281.99,281.92,281.93,56,281.957,0,37
"2019-12-13 13:43:00",281.93,281.94,281.93,281.94,3,281.933,0,2
"2019-12-13 13:44:00",281.95,281.97,281.94,281.97,9,281.953,0,6
"2019-12-13 13:45:00",281.99,282,281.97,281.97,14,281.988,0,7
"2019-12-13 13:46:00",281.99,281.99,281.99,281.99,3,281.99,0,2
"2019-12-13 13:47:00",281.99,281.99,281.99,281.99,0,281.99,0,0
"2019-12-13 13:48:00",281.98,282.01,281.98,282.01,7,281.991,0,7
"2019-12-13 13:49:00",282.01,282.03,282,282.03,16,282.019,0,15
"2019-12-13 13:50:00",281.99,282.02,281.96,282.02,73,281.996,0,47
"2019-12-13 13:51:00",281.98,281.99,281.97,281.99,35,281.983,0,24
"2019-12-13 13:52:00",281.98,282.03,281.98,282.03,67,282.008,0,43
"2019-12-13 13:53:00",282.03,282.04,282,282.04,59,282.016,0,27
"2019-12-13 13:54:00",282.07,282.09,282.04,282.07,25,282.063,0,17
"2019-12-13 13:55:00",282.09,282.13,282.08,282.13,29,282.108,0,16
"2019-12-13 13:56:00",282.11,282.16,282.11,282.14,22,282.146,0,15
"2019-12-13 13:57:00",282.15,282.15,282.11,282.14,16,282.138,0,9
"2019-12-13 13:58:00",282.16,282.17,282.13,282.13,17,282.146,0,14
"2019-12-13 13:59:00",282.13,282.13,282.09,282.1,12,282.112,0,9
"2019-12-13 14:00:00",282.13,282.16,282.1,282.12,30,282.144,0,13
"2019-12-13 14:01:00",282.13,282.16,282.11,282.12,23,282.135,0,15
"2019-12-13 14:02:00",282.11,282.13,282.05,282.09,103,282.089,0,53
"2019-12-13 14:03:00",282.1,282.12,282.09,282.12,8,282.112,0,7
"2019-12-13 14:04:00",282.08,282.09,282.05,282.09,18,282.073,0,14
"2019-12-13 14:05:00",282.08,282.11,282.08,282.08,8,282.094,0,7
"2019-12-13 14:06:00",282.08,282.08,282.08,282.08,1,282.08,0,1
"2019-12-13 14:07:00",282.08,282.09,282.02,282.06,57,282.045,0,39
"2019-12-13 14:08:00",282.01,282.06,282.01,282.05,27,282.041,0,15
"2019-12-13 14:09:00",282.05,282.06,281.99,282.02,22,282.022,0,14
"2019-12-13 14:10:00",282.03,282.03,281.97,281.99,9,281.991,0,8
"2019-12-13 14:11:00",281.98,282.03,281.96,282.03,31,281.991,0,23
"2019-12-13 14:12:00",282.03,282.06,282.01,282.06,31,282.048,0,25
"2019-12-13 14:13:00",282.07,282.16,282.07,282.14,17,282.113,0,14
"2019-12-13 14:14:00",282.16,282.18,282.08,282.08,9,282.127,0,8
"2019-12-13 14:15:00",282.11,282.12,282.07,282.11,6,282.094,0,6
"2019-12-13 14:16:00",282.11,282.14,282.1,282.14,47,282.124,0,28
"2019-12-13 14:17:00",282.13,282.17,282.12,282.15,39,282.157,0,26
"2019-12-13 14:18:00",282.16,282.17,282.13,282.16,21,282.152,0,10
"2019-12-13 14:19:00",282.14,282.14,282.13,282.14,14,282.135,0,7
"2019-12-13 14:20:00",282.14,282.15,282.14,282.15,5,282.142,0,5
"2019-12-13 14:21:00",282.14,282.19,282.11,282.16,22,282.15,0,19
"2019-12-13 14:22:00",282.14,282.14,282.13,282.14,14,282.137,0,14
"2019-12-13 14:23:00",282.13,282.14,282.06,282.06,53,282.107,0,40
"2019-12-13 14:24:00",282.09,282.1,282.05,282.07,27,282.063,0,20
"2019-12-13 14:25:00",282.1,282.1,282.09,282.09,7,282.094,0,3
"2019-12-13 14:26:00",282.07,282.13,282.05,282.08,104,282.106,0,52
"2019-12-13 14:27:00",282.06,282.09,282.06,282.07,23,282.08,0,13
"2019-12-13 14:28:00",282.1,282.11,282.09,282.11,68,282.104,0,22
"2019-12-13 14:29:00",282.08,282.09,282.06,282.06,13,282.069,0,9
"2019-12-13 14:30:00",282.08,282.1,282.05,282.1,10,282.069,0,8
"2019-12-13 14:31:00",282.11,282.21,282.11,282.18,35,282.169,0,20
"2019-12-13 14:32:00",282.17,282.2,282.16,282.16,11,282.174,0,10
"2019-12-13 14:33:00",282.15,282.16,282.12,282.13,30,282.127,0,15
"2019-12-13 14:34:00",282.12,282.13,282.11,282.11,45,282.117,0,28
"2019-12-13 14:35:00",282.1,282.11,282.06,282.07,19,282.083,0,17
"2019-12-13 14:36:00",282.08,282.08,282.05,282.07,27,282.062,0,16
"2019-12-13 14:37:00",282.08,282.13,282.05,282.13,245,282.07,0,87
"2019-12-13 14:38:00",282.13,282.13,282.12,282.13,37,282.129,0,9
"2019-12-13 14:39:00",282.13,282.18,282.12,282.18,21,282.167,0,19
"2019-12-13 14:40:00",282.19,282.2,282.17,282.17,23,282.187,0,22
"2019-12-13 14:41:00",282.18,282.27,282.17,282.26,64,282.238,0,44
"2019-12-13 14:42:00",282.27,282.31,282.26,282.29,65,282.282,0,45
"2019-12-13 14:43:00",282.25,282.26,282.22,282.22,23,282.232,0,11
"2019-12-13 14:44:00",282.22,282.23,282.2,282.2,41,282.215,0,21
"2019-12-13 14:45:00",282.21,282.23,282.16,282.18,48,282.194,0,32
"2019-12-13 14:46:00",282.19,282.19,282.17,282.18,23,282.177,0,14
"2019-12-13 14:47:00",282.17,282.2,282.16,282.19,36,282.185,0,27
"2019-12-13 14:48:00",282.19,282.21,282.18,282.21,18,282.193,0,12
"2019-12-13 14:49:00",282.19,282.2,282.17,282.17,28,282.188,0,21
"2019-12-13 14:50:00",282.19,282.32,282.19,282.3,329,282.279,0,178
"2019-12-13 14:51:00",282.31,282.36,282.28,282.29,97,282.336,0,65
"2019-12-13 14:52:00",282.29,282.32,282.28,282.29,26,282.298,0,21
"2019-12-13 14:53:00",282.3,282.34,282.25,282.29,98,282.293,0,55
"2019-12-13 14:54:00",282.28,282.29,282.06,282.08,233,282.153,0,137
"2019-12-13 14:55:00",282.05,282.12,282.03,282.05,110,282.07,0,67
"2019-12-13 14:56:00",282.05,282.11,282.04,282.11,94,282.075,0,47
"2019-12-13 14:57:00",282.11,282.17,282.1,282.16,135,282.118,0,62
"2019-12-13 14:58:00",282.17,282.29,282.17,282.23,74,282.261,0,45
"2019-12-13 14:59:00",282.21,282.25,282.01,282.1,377,282.122,0,276
"2019-12-16 08:30:00",282.93,283.14,282.93,283.14,1127,283.04,0,192
"2019-12-16 08:31:00",283.12,283.36,283.12,283.35,253,283.269,0,115
"2019-12-16 08:32:00",283.34,283.5,283.33,283.48,170,283.424,0,57
"2019-12-16 08:33:00",283.48,283.62,283.48,283.6,297,283.552,0,165
"2019-12-16 08:34:00",283.58,283.62,283.53,283.55,83,283.553,0,39
"2019-12-16 08:35:00",283.53,283.53,283.42,283.42,24,283.473,0,13
"2019-12-16 08:36:00",283.39,283.45,283.36,283.42,59,283.403,0,27
"2019-12-16 08:37:00",283.43,283.48,283.36,283.37,41,283.42,0,33
"2019-12-16 08:38:00",283.36,283.37,283.31,283.31,31,283.335,0,28
"2019-12-16 08:39:00",283.3,283.38,283.29,283.29,46,283.335,0,37
"2019-12-16 08:40:00",283.29,283.43,283.25,283.43,100,283.295,0,62
"2019-12-16 08:41:00",283.47,283.53,283.46,283.53,58,283.494,0,32
"2019-12-16 08:42:00",283.49,283.57,283.46,283.56,59,283.504,0,33
"2019-12-16 08:43:00",283.55,283.57,283.43,283.47,274,283.508,0,143
"2019-12-16 08:44:00",283.42,283.42,283.33,283.34,43,283.378,0,25
"2019-12-16 08:45:00",283.38,283.52,283.32,283.5,118,283.405,0,61
"2019-12-16 08:46:00",283.48,283.57,283.46,283.57,118,283.512,0,57
"2019-12-16 08:47:00",283.59,283.8,283.54,283.79,139,283.686,0,66
"2019-12-16 08:48:00",283.81,283.82,283.67,283.78,76,283.768,0,44
"2019-12-16 08:49:00",283.84,283.85,283.75,283.77,72,283.765,0,21
"2019-12-16 08:50:00",283.81,283.85,283.75,283.82,44,283.803,0,30
"2019-12-16 08:51:00",283.77,283.8,283.77,283.8,111,283.772,0,11
"2019-12-16 08:52:00",283.79,283.83,283.78,283.83,19,283.789,0,13
"2019-12-16 08:53:00",283.81,283.87,283.8,283.85,30,283.838,0,22
"2019-12-16 08:54:00",283.86,283.87,283.77,283.77,83,283.805,0,50
"2019-12-16 08:55:00",283.79,283.79,283.66,283.69,54,283.727,0,48
"2019-12-16 08:56:00",283.69,283.7,283.63,283.63,86,283.657,0,62
"2019-12-16 08:57:00",283.62,283.67,283.6,283.65,51,283.626,0,47
"2019-12-16 08:58:00",283.65,283.71,283.63,283.69,25,283.668,0,13
"2019-12-16 08:59:00",283.66,283.7,283.65,283.68,59,283.663,0,23
"2019-12-16 09:00:00",283.71,283.73,283.68,283.73,17,283.705,0,11
"2019-12-16 09:01:00",283.73,283.79,283.71,283.79,21,283.759,0,9
"2019-12-16 09:02:00",283.79,283.9,283.79,283.88,159,283.855,0,59
"2019-12-16 09:03:00",283.9,283.92,283.87,283.88,58,283.883,0,22
"2019-12-16 09:04:00",283.86,283.93,283.85,283.93,41,283.893,0,23
"2019-12-16 09:05:00",283.94,283.98,283.82,283.86,82,283.896,0,55
"2019-12-16 09:06:00",283.84,283.86,283.75,283.75,46,283.803,0,36
"2019-12-16 09:07:00",283.75,283.76,283.7,283.73,31,283.729,0,18
"2019-12-16 09:08:00",283.81,283.88,283.77,283.83,215,283.812,0,94
"2019-12-16 09:09:00",283.83,283.88,283.78,283.86,45,283.817,0,21
"2019-12-16 09:10:00",283.87,283.89,283.84,283.87,31,283.857,0,21
"2019-12-16 09:11:00",283.89,283.97,283.88,283.97,41,283.923,0,24
"2019-12-16 09:12:00",283.97,284,283.92,284,83,283.962,0,36
"2019-12-16 09:13:00",284.02,284.02,283.98,283.98,21,283.998,0,17
"2019-12-16 09:14:00",283.99,284.01,283.97,283.99,28,283.984,0,13
"2019-12-16 09:15:00",284,284.01,283.9,283.91,99,283.941,0,56
"2019-12-16 09:16:00",283.92,284.02,283.92,284.02,11,283.976,0,8
"2019-12-16 09:17:00",283.96,283.97,283.95,283.95,9,283.957,0,9
"2019-12-16 09:18:00",283.98,284.06,283.98,284.01,78,284.049,0,29
"2019-12-16 09:19:00",284.02,284.09,284.01,284.05,26,284.061,0,21
"2019-12-16 09:20:00",284.06,284.07,284,284,32,284.046,0,11
"2019-12-16 09:21:00",284.02,284.05,284.01,284.05,22,284.025,0,14
"2019-12-16 09:22:00",284.06,284.06,284.01,284.01,57,284.044,0,35
"2019-12-16 09:23:00",284.01,284.08,284,284.06,89,284.041,0,82
"2019-12-16 09:24:00",284.07,284.09,284.05,284.09,47,284.078,0,35
"2019-12-16 09:25:00",284.07,284.1,284.02,284.09,160,284.061,0,87
"2019-12-16 09:26:00",284.07,284.09,284.03,284.06,41,284.071,0,28
"2019-12-16 09:27:00",284.06,284.07,284.04,284.04,17,284.052,0,7
"2019-12-16 09:28:00",284.03,284.11,284.03,284.1,37,284.084,0,27
"2019-12-16 09:29:00",284.1,284.1,283.96,283.97,84,284.014,0,49
"2019-12-16 09:30:00",284.01,284.01,283.94,283.95,57,283.965,0,28
"2019-12-16 09:31:00",283.94,284,283.91,283.94,61,283.955,0,33
"2019-12-16 09:32:00",283.96,283.97,283.92,283.92,47,283.939,0,22
"2019-12-16 09:33:00",283.94,283.96,283.88,283.92,49,283.91,0,34
"2019-12-16 09:34:00",283.94,283.94,283.9,283.9,69,283.918,0,41
"2019-12-16 09:35:00",283.9,283.92,283.89,283.9,31,283.902,0,23
"2019-12-16 09:36:00",283.87,283.87,283.83,283.85,30,283.856,0,20
"2019-12-16 09:37:00",283.87,283.96,283.87,283.91,95,283.924,0,60
"2019-12-16 09:38:00",283.91,283.91,283.86,283.88,107,283.879,0,52
"2019-12-16 09:39:00",283.92,283.96,283.92,283.95,14,283.939,0,7
"2019-12-16 09:40:00",283.96,283.99,283.96,283.97,23,283.972,0,15
"2019-12-16 09:41:00",283.97,283.99,283.96,283.96,14,283.972,0,14
"2019-12-16 09:42:00",283.94,283.94,283.94,283.94,5,283.94,0,4
"2019-12-16 09:43:00",283.98,283.99,283.96,283.96,30,283.975,0,14
"2019-12-16 09:44:00",283.95,284,283.95,284,46,283.983,0,25
"2019-12-16 09:45:00",284.02,284.02,283.99,284,19,284.001,0,12
"2019-12-16 09:46:00",284,284.03,283.97,283.97,32,284.002,0,21
"2019-12-16 09:47:00",283.99,283.99,283.96,283.97,9,283.974,0,8
"2019-12-16 09:48:00",283.97,283.99,283.93,283.93,37,283.96,0,29
"2019-12-16 09:49:00",284.01,284.02,283.95,283.97,31,283.969,0,27
"2019-12-16 09:50:00",283.97,284,283.95,283.99,10,283.979,0,10
"2019-12-16 09:51:00",283.98,283.99,283.95,283.98,24,283.974,0,16
"2019-12-16 09:52:00",283.99,284,283.94,283.94,28,283.978,0,20
"2019-12-16 09:53:00",283.96,283.96,283.95,283.96,7,283.957,0,6
"2019-12-16 09:54:00",283.96,283.99,283.96,283.99,25,283.987,0,15
"2019-12-16 09:55:00",283.99,284,283.95,283.96,27,283.966,0,13
"2019-12-16 09:56:00",283.95,283.99,283.95,283.99,14,283.963,0,10
"2019-12-16 09:57:00",283.97,283.98,283.88,283.88,18,283.922,0,15
"2019-12-16 09:58:00",283.86,283.86,283.8,283.81,40,283.823,0,29
"2019-12-16 09:59:00",283.83,283.83,283.81,283.82,14,283.821,0,12
"2019-12-16 10:00:00",283.82,283.84,283.82,283.83,15,283.826,0,15
"2019-12-16 10:01:00",283.84,283.87,283.83,283.83,43,283.846,0,31
"2019-12-16 10:02:00",283.83,283.84,283.8,283.82,36,283.825,0,23
"2019-12-16 10:03:00",283.82,283.82,283.78,283.8,69,283.791,0,44
"2019-12-16 10:04:00",283.81,283.82,283.8,283.8,20,283.809,0,10
"2019-12-16 10:05:00",283.82,283.82,283.75,283.75,41,283.779,0,17
"2019-12-16 10:06:00",283.72,283.76,283.7,283.76,22,283.723,0,11
"2019-12-16 10:07:00",283.77,283.82,283.77,283.81,37,283.802,0,28
"2019-12-16 10:08:00",283.83,283.84,283.81,283.84,26,283.825,0,12
"2019-12-16 10:09:00",283.84,283.86,283.83,283.85,13,283.849,0,10
"2019-12-16 10:10:00",283.85,283.85,283.79,283.85,36,283.804,0,12
"2019-12-16 10:11:00",283.86,283.87,283.82,283.82,39,283.855,0,18
"2019-12-16 10:12:00",283.84,283.87,283.84,283.86,37,283.849,0,14
"2019-12-16 10:13:00",283.83,283.83,283.81,283.81,24,283.82,0,16
"2019-12-16 10:14:00",283.81,283.88,283.81,283.85,28,283.861,0,23
"2019-12-16 10:15:00",283.84,283.85,283.8,283.81,18,283.818,0,14
"2019-12-16 10:16:00",283.76,283.76,283.75,283.75,17,283.751,0,11
"2019-12-16 10:17:00",283.76,283.8,283.75,283.79,4,283.775,0,4
"2019-12-16 10:18:00",283.79,283.79,283.78,283.78,2,283.785,0,2
"2019-12-16 10:19:00",283.81,283.83,283.78,283.78,19,283.8,0,14
"2019-12-16 10:20:00",283.77,283.79,283.74,283.76,28,283.765,0,24
"2019-12-16 10:21:00",283.77,283.8,283.77,283.8,18,283.795,0,17
"2019-12-16 10:22:00",283.79,283.79,283.79,283.79,1,283.79,0,1
"2019-12-16 10:23:00",283.8,283.82,283.76,283.78,82,283.789,0,44
"2019-12-16 10:24:00",283.8,283.84,283.79,283.8,26,283.811,0,19
"2019-12-16 10:25:00",283.8,283.81,283.75,283.79,31,283.781,0,25
"2019-12-16 10:26:00",283.79,283.81,283.79,283.8,15,283.801,0,9
"2019-12-16 10:27:00",283.81,283.84,283.79,283.83,16,283.811,0,10
"2019-12-16 10:28:00",283.81,283.86,283.81,283.84,23,283.834,0,13
"2019-12-16 10:29:00",283.85,283.86,283.8,283.81,34,283.838,0,17
"2019-12-16 10:30:00",283.79,283.79,283.76,283.76,19,283.773,0,14
"2019-12-16 10:31:00",283.8,283.8,283.73,283.73,21,283.757,0,14
"2019-12-16 10:32:00",283.72,283.75,283.72,283.75,3,283.732,0,3
"2019-12-16 10:33:00",283.76,283.77,283.76,283.76,6,283.761,0,3
"2019-12-16 10:34:00",283.74,283.75,283.71,283.71,18,283.735,0,13
"2019-12-16 10:35:00",283.69,283.75,283.69,283.73,31,283.714,0,13
"2019-12-16 10:36:00",283.75,283.76,283.73,283.75,37,283.754,0,27
"2019-12-16 10:37:00",283.76,283.76,283.75,283.75,6,283.757,0,3
"2019-12-16 10:38:00",283.78,283.79,283.76,283.76,14,283.777,0,12
"2019-12-16 10:39:00",283.76,283.77,283.76,283.76,3,283.763,0,3
"2019-12-16 10:40:00",283.78,283.82,283.78,283.82,110,283.815,0,52
"2019-12-16 10:41:00",283.79,283.79,283.79,283.79,9,283.79,0,6
"2019-12-16 10:42:00",283.8,283.88,283.79,283.87,16,283.842,0,10
"2019-12-16 10:43:00",283.86,283.88,283.85,283.85,29,283.857,0,14
"2019-12-16 10:44:00",283.84,283.84,283.81,283.81,4,283.825,0,4
"2019-12-16 10:45:00",283.81,283.82,283.8,283.81,9,283.807,0,7
"2019-12-16 10:46:00",283.8,283.82,283.79,283.81,32,283.798,0,9
"2019-12-16 10:47:00",283.8,283.8,283.79,283.8,9,283.799,0,6
"2019-12-16 10:48:00",283.8,283.8,283.79,283.79,2,283.795,0,2
"2019-12-16 10:49:00",283.8,283.83,283.79,283.83,20,283.809,0,15
"2019-12-16 10:50:00",283.81,283.81,283.8,283.81,3,283.807,0,3
"2019-12-16 10:51:00",283.82,283.84,283.82,283.84,8,283.826,0,8
"2019-12-16 10:52:00",283.85,283.87,283.83,283.87,20,283.844,0,13
"2019-12-16 10:53:00",283.87,283.88,283.85,283.88,26,283.871,0,13
"2019-12-16 10:54:00",283.86,283.87,283.85,283.85,37,283.864,0,15
"2019-12-16 10:55:00",283.86,283.89,283.85,283.87,27,283.877,0,14
"2019-12-16 10:56:00",283.88,283.93,283.87,283.9,47,283.894,0,32
"2019-12-16 10:57:00",283.94,283.94,283.92,283.92,28,283.934,0,18
"2019-12-16 10:58:00",283.92,283.95,283.92,283.95,11,283.933,0,7
"2019-12-16 10:59:00",283.96,283.96,283.92,283.92,28,283.931,0,15
"2019-12-16 11:00:00",283.92,283.95,283.92,283.95,2,283.933,0,2
"2019-12-16 11:01:00",283.95,283.96,283.94,283.95,22,283.951,0,9
"2019-12-16 11:02:00",283.94,283.95,283.94,283.94,31,283.947,0,16
"2019-12-16 11:03:00",283.99,284.01,283.98,284.01,27,283.996,0,15
"2019-12-16 11:04:00",283.97,283.97,283.95,283.95,20,283.961,0,9
"2019-12-16 11:05:00",283.97,283.99,283.96,283.97,9,283.974,0,8
"2019-12-16 11:06:00",283.97,283.98,283.94,283.94,5,283.967,0,2
"2019-12-16 11:07:00",283.97,283.97,283.92,283.92,23,283.937,0,12
"2019-12-16 11:08:00",283.9,283.9,283.88,283.89,97,283.885,0,22
"2019-12-16 11:09:00",283.89,283.9,283.87,283.87,14,283.889,0,8
"2019-12-16 11:10:00",283.88,283.88,283.86,283.86,20,283.872,0,9
"2019-12-16 11:11:00",283.89,283.9,283.88,283.89,29,283.886,0,10
"2019-12-16 11:12:00",283.88,283.9,283.88,283.88,11,283.884,0,7
"2019-12-16 11:13:00",283.91,283.91,283.91,283.91,1,283.91,0,1
"2019-12-16 11:14:00",283.94,283.94,283.91,283.91,11,283.913,0,7
"2019-12-16 11:15:00",283.9,283.92,283.9,283.91,10,283.907,0,3
"2019-12-16 11:16:00",283.92,283.93,283.9,283.9,12,283.919,0,9
"2019-12-16 11:17:00",283.92,283.92,283.88,283.88,14,283.891,0,7
"2019-12-16 11:18:00",283.9,283.91,283.89,283.9,11,283.904,0,7
"2019-12-16 11:19:00",283.94,283.94,283.94,283.94,1,283.94,0,1
"2019-12-16 11:20:00",283.91,283.91,283.86,283.86,10,283.9,0,7
"2019-12-16 11:21:00",283.87,283.87,283.83,283.84,20,283.846,0,18
"2019-12-16 11:22:00",283.85,283.85,283.85,283.85,1,283.85,0,1
"2019-12-16 11:23:00",283.89,283.89,283.88,283.89,3,283.889,0,2
"2019-12-16 11:24:00",283.88,283.88,283.87,283.87,28,283.875,0,16
"2019-12-16 11:25:00",283.89,283.89,283.88,283.89,8,283.888,0,7
"2019-12-16 11:26:00",283.91,283.91,283.85,283.86,14,283.86,0,5
"2019-12-16 11:27:00",283.88,283.88,283.84,283.84,81,283.846,0,17
"2019-12-16 11:28:00",283.86,283.86,283.86,283.86,5,283.86,0,2
"2019-12-16 11:29:00",283.86,283.86,283.84,283.85,19,283.856,0,12
"2019-12-16 11:30:00",283.85,283.86,283.84,283.86,17,283.847,0,5
"2019-12-16 11:31:00",283.86,283.87,283.83,283.87,17,283.856,0,9
"2019-12-16 11:32:00",283.85,283.88,283.85,283.87,5,283.86,0,3
"2019-12-16 11:33:00",283.86,283.9,283.86,283.88,15,283.874,0,10
"2019-12-16 11:34:00",283.91,283.92,283.87,283.87,27,283.897,0,7
"2019-12-16 11:35:00",283.88,283.9,283.87,283.89,27,283.885,0,12
"2019-12-16 11:36:00",283.84,283.84,283.84,283.84,6,283.84,0,5
"2019-12-16 11:37:00",283.87,283.87,283.86,283.86,20,283.867,0,8
"2019-12-16 11:38:00",283.9,283.9,283.88,283.88,62,283.899,0,11
"2019-12-16 11:39:00",283.91,283.91,283.89,283.91,34,283.893,0,15
"2019-12-16 11:40:00",283.88,283.88,283.84,283.84,12,283.862,0,10
"2019-12-16 11:41:00",283.84,283.86,283.84,283.86,2,283.851,0,2
"2019-12-16 11:42:00",283.88,283.88,283.86,283.88,8,283.873,0,7
"2019-12-16 11:43:00",283.86,283.86,283.85,283.85,10,283.855,0,3
"2019-12-16 11:44:00",283.84,283.84,283.82,283.83,9,283.83,0,9
"2019-12-16 11:45:00",283.81,283.82,283.78,283.8,78,283.795,0,33
"2019-12-16 11:46:00",283.8,283.8,283.77,283.78,19,283.781,0,14
"2019-12-16 11:47:00",283.77,283.78,283.74,283.75,52,283.762,0,39
"2019-12-16 11:48:00",283.8,283.8,283.78,283.79,6,283.793,0,3
"2019-12-16 11:49:00",283.74,283.74,283.74,283.74,2,283.74,0,2
"2019-12-16 11:50:00",283.73,283.73,283.72,283.72,7,283.723,0,5
"2019-12-16 11:51:00",283.73,283.74,283.73,283.74,12,283.739,0,9
"2019-12-16 11:52:00",283.74,283.75,283.73,283.73,12,283.74,0,11
"2019-12-16 11:53:00",283.75,283.76,283.75,283.76,12,283.757,0,8
"2019-12-16 11:54:00",283.77,283.77,283.76,283.76,21,283.768,0,11
"2019-12-16 11:55:00",283.75,283.76,283.75,283.75,12,283.752,0,12
"2019-12-16 11:56:00",283.76,283.76,283.72,283.72,19,283.74,0,15
"2019-12-16 11:57:00",283.74,283.78,283.74,283.78,29,283.776,0,25
"2019-12-16 11:58:00",283.8,283.82,283.78,283.81,35,283.808,0,28
"2019-12-16 11:59:00",283.81,283.81,283.78,283.78,12,283.792,0,12
"2019-12-16 12:00:00",283.82,283.82,283.79,283.79,22,283.805,0,15
"2019-12-16 12:01:00",283.78,283.78,283.76,283.76,9,283.772,0,9
"2019-12-16 12:02:00",283.76,283.76,283.74,283.75,10,283.749,0,10
"2019-12-16 12:03:00",283.76,283.8,283.76,283.78,12,283.766,0,5
"2019-12-16 12:04:00",283.81,283.81,283.79,283.81,9,283.806,0,9
"2019-12-16 12:05:00",283.81,283.81,283.78,283.78,23,283.804,0,15
"2019-12-16 12:06:00",283.79,283.82,283.79,283.8,17,283.805,0,14
"2019-12-16 12:07:00",283.82,283.82,283.82,283.82,1,283.82,0,1
"2019-12-16 12:08:00",283.83,283.85,283.82,283.85,16,283.843,0,11
"2019-12-16 12:09:00",283.83,283.83,283.81,283.81,19,283.821,0,10
"2019-12-16 12:10:00",283.79,283.8,283.76,283.76,15,283.788,0,6
"2019-12-16 12:11:00",283.76,283.78,283.76,283.76,34,283.767,0,23
"2019-12-16 12:12:00",283.76,283.77,283.75,283.76,7,283.756,0,6
"2019-12-16 12:13:00",283.75,283.75,283.73,283.73,4,283.745,0,4
"2019-12-16 12:14:00",283.76,283.76,283.75,283.75,4,283.756,0,2
"2019-12-16 12:15:00",283.76,283.76,283.73,283.73,17,283.746,0,10
"2019-12-16 12:16:00",283.74,283.77,283.74,283.77,5,283.758,0,4
"2019-12-16 12:17:00",283.76,283.76,283.7,283.7,75,283.726,0,35
"2019-12-16 12:18:00",283.71,283.72,283.69,283.71,40,283.695,0,19
"2019-12-16 12:19:00",283.72,283.73,283.72,283.73,5,283.725,0,3
"2019-12-16 12:20:00",283.72,283.73,283.71,283.72,22,283.724,0,11
"2019-12-16 12:21:00",283.71,283.71,283.68,283.69,7,283.698,0,6
"2019-12-16 12:22:00",283.68,283.69,283.67,283.67,9,283.675,0,6
"2019-12-16 12:23:00",283.66,283.7,283.66,283.68,61,283.68,0,32
"2019-12-16 12:24:00",283.68,283.7,283.67,283.68,53,283.678,0,24
"2019-12-16 12:25:00",283.69,283.73,283.69,283.73,50,283.703,0,29
"2019-12-16 12:26:00",283.72,283.72,283.65,283.68,64,283.677,0,35
"2019-12-16 12:27:00",283.65,283.65,283.63,283.63,50,283.641,0,24
"2019-12-16 12:28:00",283.64,283.67,283.62,283.65,95,283.641,0,41
"2019-12-16 12:29:00",283.67,283.7,283.65,283.7,64,283.674,0,49
"2019-12-16 12:30:00",283.68,283.68,283.66,283.66,34,283.667,0,13
"2019-12-16 12:31:00",283.66,283.69,283.65,283.65,65,283.656,0,28
"2019-12-16 12:32:00",283.65,283.68,283.64,283.67,92,283.651,0,43
"2019-12-16 12:33:00",283.66,283.7,283.66,283.67,13,283.684,0,6
"2019-12-16 12:34:00",283.69,283.69,283.64,283.64,13,283.664,0,8
"2019-12-16 12:35:00",283.64,283.64,283.63,283.63,5,283.634,0,3
"2019-12-16 12:36:00",283.62,283.64,283.61,283.64,11,283.626,0,8
"2019-12-16 12:37:00",283.63,283.64,283.63,283.63,8,283.631,0,4
"2019-12-16 12:38:00",283.63,283.65,283.62,283.62,16,283.639,0,11
